user_id,예금가입상품수,적금가입상품수,주거래은행,investment_style,annual_income,savings_goal,age,gender
5081,3,4,1,2,2,0,49,1
5082,6,6,4,0,1,0,50,0
5083,3,3,0,2,0,0,25,1
5084,1,6,9,1,3,2,52,1
5085,4,5,3,2,1,4,31,0
5086,6,3,8,0,2,3,34,1
5087,1,6,15,0,2,1,24,0
5088,5,4,9,1,4,5,34,0
5089,2,3,16,1,2,1,44,1
5090,6,4,2,0,5,1,23,0
5091,1,2,12,0,3,3,41,1
5092,3,4,3,0,1,2,27,1
5093,3,4,6,1,1,4,39,1
5094,2,5,2,1,2,1,43,0
5095,6,2,1,1,0,3,41,1
5096,4,5,13,0,4,2,32,1
5097,3,5,9,0,1,2,19,0
5098,2,5,3,2,4,5,34,1
5099,5,2,5,2,0,2,45,0
5100,2,4,15,2,1,2,42,0
5101,3,3,12,2,2,1,35,1
5102,4,2,1,0,3,2,22,1
5103,5,2,4,1,5,0,53,0
5104,4,2,3,1,3,5,20,1
5105,1,3,4,2,4,3,39,0
5106,2,2,4,1,0,5,54,0
5107,2,5,8,2,1,1,27,1
5108,5,6,13,0,3,0,28,0
5109,4,4,2,2,1,5,22,1
5110,2,1,14,0,2,5,48,1
5111,4,3,5,2,1,2,44,0
5112,1,6,2,1,2,4,42,1
5113,1,2,4,1,1,3,30,1
5114,4,5,1,0,2,2,23,0
5115,5,4,9,2,1,2,39,1
5116,6,4,3,2,5,5,43,1
5117,4,2,8,0,4,4,26,1
5118,2,6,3,1,2,0,26,1
5119,2,1,14,0,1,3,22,0
5120,3,2,14,0,3,4,32,0
5121,4,6,0,0,1,4,51,1
5122,3,6,2,2,4,0,24,0
5123,6,2,13,0,5,5,34,0
5124,4,1,9,1,0,5,24,0
5125,2,3,6,2,5,1,36,1
5126,3,6,3,0,5,0,35,1
5127,3,1,8,1,5,1,42,0
5128,2,6,9,0,3,4,28,1
5129,5,6,3,0,0,2,26,0
5130,5,4,3,2,0,3,42,0
5131,3,1,2,0,5,2,50,1
5132,3,2,14,0,3,1,28,1
5133,5,2,17,2,3,2,52,1
5134,5,2,1,1,3,3,47,0
5135,3,5,1,1,4,2,33,0
5136,4,2,2,2,1,4,31,1
5137,5,5,2,2,1,5,47,1
5138,5,6,3,0,4,0,20,0
5139,5,3,4,1,5,3,50,0
5140,5,2,4,1,0,0,30,0
5141,4,2,2,1,2,2,20,1
5142,6,1,6,2,3,0,46,1
5143,1,4,14,1,1,0,47,0
5144,2,5,5,0,2,0,44,0
5145,3,1,3,0,4,2,23,1
5146,3,2,9,1,4,4,31,1
5147,5,3,2,1,0,2,34,0
5148,4,2,3,1,4,0,25,0
5149,6,3,9,2,0,0,32,1
5150,3,3,2,2,4,0,50,1
5151,2,6,13,2,2,5,29,0
5152,1,6,2,2,3,1,19,0
5153,5,2,16,2,4,4,54,1
5154,2,3,12,2,4,3,33,0
5155,4,1,7,1,3,4,49,1
5156,5,6,15,0,5,2,51,0
5157,1,6,0,2,1,0,38,1
5158,2,3,14,0,2,5,20,1
5159,3,6,16,0,0,0,32,0
5160,1,6,1,0,1,2,47,0
5161,1,6,4,0,2,3,24,1
5162,4,2,8,1,1,2,31,0
5163,4,2,2,2,1,2,44,0
5164,5,4,12,1,1,3,50,1
5165,6,5,1,1,0,2,33,0
5166,1,1,6,2,5,0,48,1
5167,5,5,7,1,5,2,39,1
5168,2,6,8,2,0,5,45,1
5169,6,1,16,1,0,4,30,0
5170,4,5,4,1,1,4,20,1
5171,4,1,11,2,1,2,31,0
5172,4,4,9,2,3,0,42,0
5173,5,4,3,1,3,1,37,0
5174,1,2,13,2,0,4,31,0
5175,2,5,5,0,3,0,46,0
5176,4,3,11,2,4,0,35,0
5177,4,3,2,1,3,5,53,1
5178,1,2,7,2,5,3,45,1
5179,1,6,13,2,5,3,25,1
5180,5,5,3,0,2,5,46,1
5181,6,3,10,1,1,3,54,1
5182,5,2,12,1,2,5,45,0
5183,2,4,9,0,4,0,23,1
5184,3,4,9,1,5,3,29,0
5185,4,3,7,0,2,3,38,0
5186,4,5,8,1,0,0,37,0
5187,2,6,10,2,0,0,52,1
5188,3,1,6,1,0,0,44,0
5189,6,6,3,1,0,0,20,0
5190,2,3,1,0,2,4,41,0
5191,1,3,14,0,0,5,45,1
5192,2,2,14,1,0,5,22,1
5193,1,5,0,2,4,1,49,0
5194,3,5,16,0,5,5,46,1
5195,3,5,9,0,3,0,35,0
5196,4,3,11,2,0,5,42,1
5197,4,6,6,0,4,5,40,0
5198,2,6,2,2,2,3,54,0
5199,4,1,16,0,5,1,33,0
5200,4,1,13,0,0,5,39,0
5201,2,1,13,0,2,2,41,0
5202,4,3,9,0,5,5,24,0
5203,2,1,4,1,4,0,54,1
5204,2,4,4,1,3,1,35,0
5205,4,6,3,0,1,1,39,0
5206,4,2,6,0,3,1,30,0
5207,1,3,3,2,3,0,21,0
5208,3,4,9,1,4,2,53,0
5209,6,2,6,1,1,3,50,0
5210,1,1,9,0,0,2,32,0
5211,1,3,7,0,3,0,48,0
5212,1,1,6,1,3,0,47,1
5213,1,2,4,1,5,0,44,0
5214,2,4,9,2,1,3,46,1
5215,4,1,2,1,5,4,37,1
5216,6,6,4,1,3,3,36,0
5217,1,6,6,0,0,5,33,0
5218,5,2,8,0,0,0,31,1
5219,5,5,6,1,3,1,25,1
5220,6,6,17,2,4,1,35,1
5221,4,5,13,2,5,5,42,1
5222,4,3,12,2,0,1,54,0
5223,2,2,9,0,1,0,38,1
5224,1,1,8,1,5,1,29,0
5225,1,2,13,1,0,2,52,1
5226,4,6,4,1,0,3,22,0
5227,1,4,13,2,2,2,35,0
5228,4,4,9,0,2,3,40,1
5229,4,5,0,0,2,5,36,0
5230,3,2,2,1,1,2,35,0
5231,6,1,3,2,1,5,21,1
5232,6,3,5,1,1,1,44,0
5233,1,5,10,1,4,4,31,1
5234,3,1,9,1,0,3,47,1
5235,1,3,6,0,5,2,48,1
5236,6,2,9,2,4,5,21,0
5237,2,6,4,2,1,4,19,1
5238,1,1,9,1,5,2,35,1
5239,3,1,2,2,4,1,44,0
5240,1,4,2,1,5,1,43,1
5241,6,3,1,1,1,4,35,0
5242,2,5,13,2,4,0,52,0
5243,1,4,8,0,1,0,49,1
5244,6,2,13,2,5,5,38,0
5245,6,6,9,0,2,1,51,1
5246,2,1,14,1,5,5,25,1
5247,4,6,1,1,1,1,31,0
5248,6,5,9,0,1,5,23,1
5249,1,3,9,0,4,2,41,1
5250,3,2,2,0,3,1,29,0
5251,4,5,9,1,5,2,40,1
5252,3,2,2,2,1,5,46,1
5253,6,6,17,0,2,0,34,0
5254,5,3,2,0,4,4,47,1
5255,6,3,9,1,4,0,51,1
5256,4,6,9,0,0,1,41,0
5257,2,3,14,0,0,3,35,0
5258,2,4,6,0,4,0,38,0
5259,1,2,0,1,0,0,44,1
5260,3,3,9,0,5,5,35,1
5261,1,5,0,2,5,3,34,1
5262,6,2,9,0,5,2,19,1
5263,4,3,1,1,4,5,42,1
5264,2,1,8,2,0,1,53,0
5265,1,4,9,1,4,1,42,0
5266,3,3,3,1,5,2,25,0
5267,3,4,2,0,5,1,36,1
5268,4,3,17,2,1,2,37,1
5269,5,4,2,2,1,2,26,1
5270,6,1,3,1,0,1,46,1
5271,5,1,12,0,2,4,22,1
5272,1,5,6,1,3,0,29,0
5273,4,4,2,2,1,2,26,0
5274,1,5,8,1,0,3,26,1
5275,4,5,1,2,1,2,24,1
5276,3,4,1,0,0,0,51,1
5277,2,2,15,1,3,5,40,0
5278,4,5,4,0,4,1,34,1
5279,2,5,9,2,2,4,28,0
5280,6,3,9,2,1,1,47,0
5281,4,1,10,1,1,3,39,0
5282,4,3,13,2,5,2,38,1
5283,6,2,10,2,2,2,25,0
5284,1,6,2,1,4,2,39,0
5285,1,1,1,1,0,5,46,1
5286,1,5,9,2,3,2,24,0
5287,3,6,1,2,4,5,36,0
5288,6,4,3,1,0,4,26,0
5289,6,5,3,0,0,2,25,1
5290,2,6,6,0,5,0,41,0
5291,2,4,14,0,2,0,49,1
5292,1,3,2,2,1,3,24,0
5293,6,6,6,2,5,0,27,1
5294,2,5,1,0,0,1,19,0
5295,2,2,6,0,5,3,52,1
5296,3,5,3,0,4,3,33,0
5297,5,2,4,1,5,1,41,0
5298,4,3,10,1,3,3,30,1
5299,2,5,1,0,2,4,47,1
5300,1,4,9,0,2,4,44,0
5301,1,3,12,2,5,2,50,1
5302,2,2,15,2,1,3,54,1
5303,3,4,11,2,1,1,19,1
5304,5,3,6,2,0,5,53,1
5305,4,6,3,1,5,3,43,1
5306,5,3,8,2,4,2,34,0
5307,3,6,13,1,2,2,23,1
5308,3,2,4,2,4,3,40,0
5309,2,1,8,2,5,0,25,1
5310,6,4,6,1,0,4,22,1
5311,6,3,2,1,1,3,28,1
5312,4,6,2,2,1,4,46,1
5313,6,5,3,1,5,1,20,1
5314,1,2,2,1,2,2,54,0
5315,6,1,4,1,3,2,49,1
5316,4,4,14,1,0,0,34,1
5317,4,6,9,1,5,1,30,1
5318,1,5,9,2,2,4,33,1
5319,1,6,7,0,4,2,32,0
5320,3,4,4,1,3,3,53,0
5321,4,3,6,0,0,2,53,1
5322,2,4,6,1,1,5,21,0
5323,1,3,1,0,0,2,27,0
5324,1,3,1,2,3,1,51,0
5325,3,5,0,2,0,4,30,1
5326,5,1,4,1,1,4,30,1
5327,4,4,9,0,0,2,37,1
5328,6,3,2,1,4,3,48,0
5329,3,2,2,1,0,3,43,0
5330,5,6,16,2,3,2,39,0
5331,3,6,6,0,2,1,45,1
5332,1,5,15,0,4,2,50,0
5333,2,1,15,0,1,1,47,1
5334,1,2,1,0,3,1,21,0
5335,3,4,3,2,4,5,43,0
5336,2,4,1,1,5,4,26,0
5337,2,3,8,1,1,3,53,0
5338,5,1,3,2,5,0,25,0
5339,4,5,4,0,5,0,52,1
5340,4,1,1,1,5,0,20,0
5341,3,2,16,0,5,4,29,1
5342,6,5,3,1,3,0,20,0
5343,3,4,3,0,4,2,46,0
5344,5,4,0,1,4,0,48,0
5345,4,5,7,1,5,1,47,1
5346,4,3,9,1,1,0,21,0
5347,6,1,3,2,5,5,47,0
5348,4,4,3,1,1,5,35,0
5349,5,1,6,1,1,4,52,0
5350,4,3,4,2,0,2,25,0
5351,3,2,2,1,0,3,34,1
5352,4,4,11,0,3,4,26,0
5353,3,5,6,2,5,2,41,0
5354,6,2,6,0,0,5,26,0
5355,5,1,4,1,3,1,42,1
5356,1,4,15,2,4,4,40,1
5357,5,5,6,1,3,2,25,1
5358,3,2,13,2,5,3,31,1
5359,3,1,6,0,1,2,29,0
5360,2,5,8,1,0,4,40,0
5361,1,2,6,2,0,3,33,0
5362,6,6,1,2,2,3,47,1
5363,4,6,0,0,5,3,31,1
5364,5,2,7,0,1,4,41,1
5365,2,4,6,2,0,3,53,1
5366,3,6,6,2,3,0,37,0
5367,2,6,17,0,2,2,37,1
5368,3,4,4,0,0,2,20,0
5369,5,5,15,2,1,5,38,1
5370,4,2,15,1,2,2,24,1
5371,5,6,7,0,3,0,49,1
5372,4,3,2,2,4,1,26,0
5373,6,6,9,0,1,2,26,1
5374,6,6,10,2,5,3,33,0
5375,3,2,4,1,3,4,39,1
5376,6,4,1,2,2,5,51,0
5377,6,1,2,0,2,0,37,0
5378,1,1,10,2,2,1,41,0
5379,2,5,2,0,3,2,52,1
5380,6,4,10,0,5,4,41,1
5381,1,2,8,0,4,2,23,1
5382,5,3,4,2,1,1,54,0
5383,5,4,3,2,4,1,53,1
5384,2,1,15,0,3,2,28,0
5385,5,4,4,2,1,3,45,1
5386,5,3,1,0,2,2,51,0
5387,1,3,4,0,1,1,44,0
5388,3,6,11,2,3,5,47,1
5389,1,5,5,2,2,5,21,1
5390,1,1,8,1,0,5,35,1
5391,3,2,1,1,0,0,35,1
5392,4,3,2,0,2,5,31,0
5393,4,4,7,2,4,5,48,0
5394,6,1,4,2,5,5,44,1
5395,5,6,0,2,4,0,49,1
5396,1,1,3,0,5,1,38,0
5397,4,1,3,0,5,0,34,0
5398,4,4,16,2,4,2,36,1
5399,3,2,1,0,5,5,28,0
5400,1,2,3,1,3,2,35,0
5401,5,2,9,0,0,1,51,1
5402,3,1,1,2,4,0,29,0
5403,6,1,4,0,3,1,41,1
5404,4,4,3,1,0,5,21,0
5405,3,6,4,1,4,0,39,0
5406,1,2,0,0,1,4,23,1
5407,1,3,1,1,3,4,27,1
5408,3,4,9,1,3,2,36,0
5409,3,3,3,0,0,2,46,0
5410,1,5,3,1,1,5,41,0
5411,2,2,3,0,4,3,20,0
5412,5,2,2,0,4,4,21,0
5413,2,3,8,0,5,3,45,0
5414,3,5,2,0,0,1,39,0
5415,2,3,7,1,1,0,29,1
5416,5,5,9,2,3,4,46,1
5417,4,4,13,0,2,3,19,0
5418,3,2,9,2,1,2,53,1
5419,3,4,10,1,4,3,33,1
5420,5,6,8,1,1,2,22,0
5421,1,5,3,0,3,4,22,1
5422,6,6,4,0,0,3,31,1
5423,3,1,6,0,5,1,34,1
5424,1,1,14,0,2,4,41,1
5425,6,4,8,2,5,4,21,0
5426,2,6,2,2,1,5,28,1
5427,2,2,14,0,5,1,30,1
5428,5,6,12,0,5,1,48,0
5429,1,5,12,0,0,1,54,1
5430,6,1,1,0,4,5,40,0
5431,2,1,3,0,2,1,24,0
5432,6,3,16,0,3,4,32,1
5433,1,5,5,1,2,0,19,0
5434,6,3,14,1,1,5,20,0
5435,4,4,3,2,1,1,51,0
5436,6,5,4,1,4,1,29,1
5437,4,2,9,0,2,0,54,0
5438,4,6,8,1,3,4,44,1
5439,4,4,2,0,0,2,30,1
5440,3,2,0,0,2,1,22,1
5441,6,1,4,0,3,2,21,1
5442,5,3,10,2,2,1,23,1
5443,1,3,0,2,4,4,26,1
5444,2,6,3,1,0,0,27,0
5445,3,3,17,2,5,1,28,0
5446,2,6,10,2,1,2,41,0
5447,3,2,13,0,4,5,21,0
5448,5,4,2,1,4,5,27,1
5449,6,6,12,1,5,0,25,0
5450,4,2,4,0,4,5,47,1
5451,5,1,3,0,4,5,49,0
5452,3,3,3,0,0,1,53,0
5453,3,1,3,2,4,0,45,0
5454,6,6,2,2,3,5,39,1
5455,2,5,3,2,1,0,54,0
5456,6,2,5,1,1,3,45,0
5457,3,3,2,2,4,0,50,0
5458,2,5,1,1,1,2,41,1
5459,3,6,6,2,4,3,42,0
5460,5,4,9,2,3,4,46,1
5461,5,6,1,0,2,4,32,0
5462,1,6,9,1,3,0,33,0
5463,3,5,12,2,0,0,49,0
5464,3,1,11,0,4,3,39,1
5465,5,2,2,0,0,0,27,1
5466,6,4,6,0,1,2,43,1
5467,1,3,9,1,0,4,20,1
5468,2,5,7,0,5,1,22,0
5469,1,6,12,1,2,4,49,0
5470,2,3,4,1,2,2,23,0
5471,4,2,2,1,5,2,48,1
5472,1,2,8,1,5,3,51,1
5473,5,5,4,1,5,0,23,1
5474,4,5,13,0,0,4,45,0
5475,4,4,4,0,0,0,34,1
5476,3,5,1,1,1,2,31,0
5477,4,1,6,2,1,5,28,1
5478,5,5,14,1,2,1,52,0
5479,4,5,3,1,5,4,48,0
5480,6,5,4,0,2,0,37,1
5481,2,4,12,0,4,1,33,1
5482,3,3,5,0,3,5,29,1
5483,4,5,1,2,0,2,20,0
5484,5,3,9,1,4,2,41,0
5485,3,6,8,2,5,1,23,1
5486,6,5,7,0,0,0,40,0
5487,2,6,3,2,2,0,28,0
5488,4,1,13,2,0,5,29,0
5489,2,4,3,2,3,5,47,0
5490,2,1,14,1,3,5,51,1
5491,6,5,4,1,2,1,35,0
5492,2,3,8,2,1,2,19,1
5493,5,4,9,2,4,0,30,0
5494,1,4,1,1,5,0,29,0
5495,2,4,1,0,1,4,29,0
5496,5,3,2,0,0,0,53,0
5497,4,6,16,1,4,5,27,0
5498,4,5,2,2,1,5,39,1
5499,5,3,9,1,2,3,48,0
5500,2,5,0,1,0,1,20,0
5501,6,6,1,1,4,3,48,0
5502,3,5,9,1,2,2,21,0
5503,3,1,5,1,0,5,20,1
5504,6,6,9,0,2,3,51,0
5505,5,5,10,1,2,2,34,0
5506,6,5,2,0,2,0,19,1
5507,1,1,10,0,0,4,52,0
5508,3,3,2,1,5,4,42,0
5509,3,6,0,0,5,5,35,1
5510,6,4,3,0,0,1,19,0
5511,4,6,2,1,3,1,32,0
5512,2,4,8,0,1,2,49,0
5513,4,3,15,0,5,4,34,0
5514,1,4,1,2,1,3,52,1
5515,3,1,2,2,0,3,37,1
5516,3,2,6,1,3,0,38,0
5517,4,3,10,1,5,5,53,0
5518,3,3,1,0,1,4,23,1
5519,3,4,13,1,1,1,26,0
5520,4,1,9,2,2,3,38,0
5521,5,3,6,0,5,0,38,1
5522,4,3,3,2,2,5,24,1
5523,5,5,9,1,1,2,29,1
5524,3,5,16,1,4,5,42,0
5525,4,5,12,0,1,3,23,1
5526,2,4,0,0,3,0,49,0
5527,2,5,16,2,3,2,50,0
5528,1,6,13,2,0,3,51,0
5529,3,4,8,2,0,0,19,1
5530,5,4,1,2,1,2,52,1
5531,6,2,3,0,4,1,19,0
5532,1,5,17,2,2,2,33,0
5533,6,3,2,1,0,4,22,0
5534,4,1,9,1,0,2,52,1
5535,1,6,15,1,1,0,50,1
5536,5,3,7,2,3,3,27,1
5537,2,4,1,1,3,1,43,1
5538,6,3,4,1,0,2,19,0
5539,5,2,6,1,2,3,35,0
5540,6,3,1,2,4,4,37,0
5541,6,1,9,0,1,2,22,1
5542,2,1,5,2,1,0,50,1
5543,2,5,15,2,2,5,27,1
5544,3,3,1,2,0,1,36,0
5545,3,6,10,1,1,3,26,0
5546,2,3,1,2,2,1,27,1
5547,4,1,6,1,0,1,26,1
5548,4,2,14,2,3,4,28,0
5549,5,3,2,0,2,3,45,0
5550,6,5,4,1,5,1,49,1
5551,6,1,12,2,5,4,27,0
5552,5,2,9,1,2,4,46,0
5553,1,6,9,1,5,3,28,1
5554,5,4,10,2,2,1,45,0
5555,5,1,8,1,0,3,23,0
5556,1,4,12,1,3,0,22,0
5557,1,5,10,0,0,2,24,0
5558,5,5,1,2,0,2,49,1
5559,6,6,1,2,4,3,38,0
5560,4,2,3,1,4,4,28,0
5561,1,4,17,2,1,2,40,1
5562,5,3,1,2,3,3,23,1
5563,1,5,9,0,1,2,29,1
5564,2,2,1,2,5,3,26,0
5565,5,4,4,2,0,0,22,0
5566,3,3,11,2,3,2,36,0
5567,4,1,13,0,4,2,33,1
5568,4,1,6,0,3,4,49,0
5569,3,6,0,1,0,2,23,1
5570,5,1,1,1,5,0,25,1
5571,1,6,6,1,5,2,32,0
5572,2,1,4,1,2,0,53,1
5573,4,2,2,0,3,5,22,1
5574,1,6,7,2,3,4,49,1
5575,6,1,4,0,0,4,19,0
5576,1,1,12,0,0,2,38,0
5577,1,2,10,0,4,4,48,1
5578,5,5,9,2,2,2,26,1
5579,3,4,2,1,5,0,39,0
5580,2,4,7,1,0,5,21,0
5581,2,4,11,0,3,2,42,1
5582,5,4,9,2,0,2,41,1
5583,6,1,1,0,3,2,24,1
5584,3,2,13,2,0,4,29,0
5585,1,2,6,0,5,1,27,1
5586,6,4,9,0,1,4,28,0
5587,5,6,17,0,3,2,29,0
5588,4,6,11,1,4,2,20,0
5589,2,6,0,1,1,5,48,1
5590,4,2,4,2,0,2,50,1
5591,3,3,11,1,3,3,30,1
5592,4,4,9,2,2,0,23,1
5593,3,5,3,2,5,1,25,1
5594,3,5,3,1,1,0,30,0
5595,3,3,6,2,2,1,29,1
5596,3,3,5,2,5,4,28,1
5597,5,3,6,2,5,0,39,1
5598,3,2,8,0,4,3,44,1
5599,2,6,2,1,0,2,29,0
5600,4,6,6,1,3,0,46,0
5601,4,4,15,2,0,2,28,1
5602,3,6,1,2,4,3,48,1
5603,3,3,12,1,1,1,29,1
5604,6,5,0,0,1,0,30,0
5605,5,5,7,2,5,2,29,0
5606,3,6,7,2,3,2,30,1
5607,4,5,13,1,5,3,37,0
5608,2,1,2,0,1,0,30,0
5609,4,3,11,2,1,0,23,0
5610,4,4,1,0,3,0,33,0
5611,6,6,4,0,1,4,30,0
5612,5,2,9,1,2,0,20,0
5613,3,3,6,2,0,1,37,0
5614,1,6,12,1,1,0,45,1
5615,2,5,6,0,2,3,30,0
5616,6,4,3,2,0,0,45,0
5617,2,6,1,0,4,5,30,0
5618,1,3,4,0,5,3,50,0
5619,6,5,2,1,3,1,26,1
5620,5,3,2,2,1,5,33,1
5621,1,3,17,0,5,5,47,0
5622,6,3,7,1,2,4,51,0
5623,6,2,8,1,3,4,37,0
5624,1,2,7,0,2,4,46,0
5625,4,2,13,2,0,4,36,0
5626,1,6,1,2,4,4,32,0
5627,5,4,4,0,3,4,49,0
5628,4,4,4,0,0,2,44,1
5629,4,6,3,0,0,3,20,1
5630,5,4,12,2,4,0,30,0
5631,1,1,9,2,2,4,24,0
5632,2,2,1,2,2,4,19,1
5633,5,1,2,0,1,5,40,0
5634,1,3,6,2,3,2,30,1
5635,3,2,4,2,1,0,48,0
5636,3,2,7,2,2,3,30,0
5637,1,6,15,1,1,0,28,0
5638,4,4,12,2,1,4,52,0
5639,3,3,2,0,2,2,40,0
5640,6,2,16,2,1,4,44,1
5641,1,3,15,2,1,2,43,0
5642,6,2,16,2,1,1,37,0
5643,3,6,13,0,5,5,53,0
5644,6,5,12,2,1,4,42,0
5645,3,6,12,1,4,1,25,1
5646,1,5,17,1,4,4,20,0
5647,1,4,3,2,5,0,37,1
5648,1,5,16,0,1,4,52,1
5649,3,2,17,0,5,1,54,1
5650,2,1,11,0,2,3,25,1
5651,1,4,1,1,0,0,40,1
5652,4,6,7,1,3,2,23,0
5653,3,5,9,2,0,4,32,1
5654,2,6,0,2,4,1,38,1
5655,6,6,4,2,5,2,44,1
5656,1,2,2,0,3,3,35,0
5657,3,3,3,1,0,0,32,0
5658,4,3,3,1,4,4,38,0
5659,3,5,1,1,5,0,46,1
5660,4,6,1,1,5,1,22,1
5661,5,4,9,2,3,0,29,1
5662,1,2,2,2,4,1,39,0
5663,3,6,6,0,4,5,19,0
5664,2,4,9,2,2,0,47,0
5665,4,6,2,2,2,4,30,1
5666,2,3,6,0,2,0,31,1
5667,4,4,6,0,4,4,52,0
5668,6,1,1,0,2,3,28,0
5669,4,5,1,0,2,1,41,1
5670,5,5,9,0,2,1,32,0
5671,4,3,9,0,0,4,29,0
5672,3,4,10,1,2,5,38,1
5673,3,2,8,1,0,0,42,1
5674,5,5,8,2,1,0,52,0
5675,1,6,1,1,5,2,26,1
5676,2,6,0,1,1,1,40,0
5677,5,1,4,0,0,1,30,0
5678,6,3,1,2,2,1,29,0
5679,3,1,3,2,3,0,48,1
5680,1,5,4,2,3,1,33,0
5681,3,1,11,0,0,3,21,0
5682,3,1,8,2,4,4,36,1
5683,5,2,1,2,2,1,32,1
5684,4,6,8,0,1,1,48,1
5685,3,2,0,1,3,5,53,1
5686,3,4,5,1,0,0,47,0
5687,1,3,5,0,5,5,21,0
5688,4,3,2,0,3,5,23,1
5689,4,1,3,2,2,3,28,1
5690,1,6,7,2,4,1,22,1
5691,6,4,3,2,5,2,47,1
5692,2,4,12,0,3,1,43,0
5693,3,2,8,2,4,1,40,0
5694,2,6,13,2,5,5,40,1
5695,3,6,11,0,5,4,42,0
5696,1,5,3,2,4,2,45,1
5697,6,4,5,1,0,2,46,1
5698,4,4,1,0,2,5,46,0
5699,5,2,8,2,1,0,31,0
5700,3,6,1,1,5,4,26,0
5701,5,3,16,2,4,3,38,0
5702,4,5,1,0,0,4,46,0
5703,5,6,10,0,4,4,25,0
5704,4,4,9,2,1,2,48,1
5705,5,6,1,2,5,4,44,0
5706,4,5,3,0,3,4,43,1
5707,6,5,3,0,2,5,32,1
5708,5,3,14,2,2,3,23,0
5709,5,1,5,1,1,4,34,1
5710,1,2,9,0,3,1,31,0
5711,5,3,6,0,1,1,41,0
5712,5,6,1,0,1,3,27,1
5713,6,5,9,0,1,0,28,1
5714,3,4,8,2,5,5,51,0
5715,2,6,13,1,4,5,41,0
5716,6,1,16,2,1,5,22,1
5717,3,2,2,0,4,4,21,0
5718,2,3,6,0,0,3,27,0
5719,2,2,1,1,0,3,28,0
5720,5,5,10,0,0,4,29,0
5721,2,5,13,0,1,5,52,0
5722,5,5,6,0,0,5,35,0
5723,2,5,8,2,0,1,53,1
5724,5,1,15,0,4,5,32,1
5725,5,4,1,2,3,1,33,1
5726,6,2,10,0,2,5,23,1
5727,5,4,6,0,2,3,27,1
5728,5,4,0,1,0,2,44,0
5729,3,2,1,1,1,3,53,0
5730,2,5,1,1,4,4,43,1
5731,3,4,8,2,0,3,34,1
5732,6,6,9,0,0,2,32,0
5733,4,2,1,0,5,5,25,1
5734,6,1,12,1,1,2,22,1
5735,2,3,9,2,3,3,39,0
5736,2,4,2,2,3,3,38,0
5737,1,4,8,1,4,3,20,1
5738,4,5,9,2,5,5,38,1
5739,4,6,16,0,2,2,48,0
5740,2,5,2,2,4,4,47,0
5741,1,6,2,0,1,3,30,0
5742,4,2,2,1,2,5,33,1
5743,5,2,6,1,4,4,23,1
5744,6,5,6,2,0,2,53,1
5745,5,6,15,0,0,5,35,0
5746,4,6,2,2,5,0,33,1
5747,1,1,2,1,2,4,25,1
5748,5,6,13,0,5,4,37,0
5749,2,3,2,0,2,0,30,1
5750,4,4,13,2,0,1,35,1
5751,6,4,4,2,3,2,53,0
5752,3,1,15,1,5,4,49,0
5753,2,6,12,2,0,1,29,1
5754,5,2,2,0,4,5,29,0
5755,2,2,7,2,0,1,54,1
5756,3,1,3,0,4,4,48,1
5757,4,1,5,1,3,0,52,1
5758,3,3,3,1,4,2,34,0
5759,5,1,9,0,5,2,25,1
5760,2,1,5,1,2,4,24,1
5761,2,4,6,0,0,0,32,1
5762,6,1,12,2,4,0,41,1
5763,2,5,0,2,0,4,33,1
5764,4,6,4,1,5,5,30,0
5765,6,2,12,1,3,5,34,0
5766,5,2,11,0,3,1,24,0
5767,4,4,2,0,5,0,29,1
5768,2,3,3,1,5,1,43,1
5769,3,6,1,0,1,0,30,0
5770,4,6,1,0,1,0,24,1
5771,2,2,17,2,3,5,25,1
5772,4,5,1,0,4,3,37,0
5773,5,3,8,2,4,2,41,0
5774,6,1,2,2,3,3,26,0
5775,1,4,4,2,2,2,44,0
5776,3,3,14,1,2,1,34,0
5777,4,4,9,1,5,1,28,1
5778,5,1,12,2,0,3,54,1
5779,3,5,7,2,0,2,42,1
5780,4,4,1,1,3,0,24,1
5781,2,6,5,0,3,5,38,1
5782,4,6,6,2,4,5,54,1
5783,1,2,2,0,0,1,29,0
5784,3,2,7,0,1,3,42,1
5785,5,6,4,1,5,1,24,1
5786,2,1,11,1,2,2,32,1
5787,3,2,0,2,5,1,25,1
5788,5,4,9,2,2,5,39,0
5789,4,5,8,1,4,2,35,1
5790,2,5,13,0,5,2,41,0
5791,4,1,6,1,1,3,33,1
5792,1,5,4,0,2,4,34,1
5793,4,6,7,1,4,3,35,0
5794,4,5,2,0,0,0,21,0
5795,3,4,13,2,4,4,21,0
5796,2,5,6,2,5,4,37,0
5797,6,4,2,0,3,0,19,1
5798,1,2,6,0,4,0,20,1
5799,1,5,9,0,3,1,40,1
5800,3,4,14,0,5,3,46,0
5801,4,2,6,2,1,4,52,1
5802,3,5,15,2,1,1,38,1
5803,4,6,3,1,4,4,53,0
5804,3,3,7,0,1,2,38,1
5805,5,3,17,2,4,3,23,1
5806,3,1,13,2,1,2,39,1
5807,4,4,6,0,3,5,41,1
5808,2,1,15,0,0,4,22,0
5809,4,1,9,0,5,5,24,0
5810,4,4,12,0,1,2,34,0
5811,4,5,10,2,4,5,54,1
5812,2,2,7,2,3,5,39,1
5813,6,1,4,0,2,3,19,1
5814,4,6,6,1,5,5,36,1
